University of Nebraska-Lincoln Police,_unnamed,_unnamed_2,_unnamed_3,_unnamed_4,_unnamed_5,_unnamed_6,_unnamed_7,_unnamed_8,_unnamed_9,_unnamed_10
17001661,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",4/27/2017 9:07,Closed - Non-Criminal Case,4/27/2017 9:07,,N/A,1600 N 33rd St (GOV'T PARKING LOT (UNL)),$0.00,$150.00,University staff accidently stuck a vehicle while mowing.
17001671,OUTSIDE - O.P.S. OTHER,4/27/2017 11:13,Closed - Inactive,4/27/2017 11:13,4/27/2017 11:13,N/A,(SINGLE FAMILY – off campus),$0.00,$0.00,UPD assisted LPD in a check welfare of a university student.
17001676,LOST OR STOLEN ITEM,4/27/2017 13:47,Closed - Unfounded,4/24/2017 23:00,4/25/2017 8:00,N/A,(SIDEWALK),$340.00,$0.00,Student reported their wallet missing.
17001682,FALSE INFORMATION - GIVEN TO OFC.,4/27/2017 22:41,Closed - Cleared by Arrest-Adult,4/27/2017 22:41,,Phi Kappa Psi,1548 S St (OFF CAMPUS/GREEK HOUSING),$0.00,$0.00,"A 20 year old non-affiliate fled from police following a disturbance.  Cited/lodged for Criminal Impersonation and cited/released for MIP-C (BAC .147), Obstructing a Peace Officer, and Possess False ID."
17001685,NARCOTICS - POSSESSION,4/28/2017 1:33,Closed - Cleared by Arrest-Adult,4/28/2017 1:33,,N/A,1738 S 14th (SINGLE FAMILY – off campus),$0.00,$0.00,"During the course of a follow-up investigation, one student was cited/released for Possession of Marijuana (17.0 g) < 1 Ounce, and Possession of Drug Paraphernalia.  A non-affiliate was also cited/released for Possession of Drug Paraphernalia."
17001695,VANDALISM - BY GRAFFITI,4/28/2017 16:44,Closed - Cleared by Arrest-Adult,,,14th & Avery Parking Garage,1111 N 14th St (GOV'T PARKING GARAGE (UNL)),$0.00,$200.00,Graffiti was found spray painted on a wall in 14th and Avery parking garage. No suspects at this time.
17001698,LARCENY - FROM BUILDING,4/28/2017 19:55,Closed - Inactive,4/28/2017 19:00,4/28/2017 19:40,Sapp Recreation Facility,"841 N 14th St (UNL SUPPORT FACILITY (office, service))",$970.00,$0.00,University student reported that his items were taken out of an unsecured locker at the Campus Recreation Center. No suspects at this time.
17001706,MEDICAL EMERGENCY,4/29/2017 2:40,Closed - Non-Criminal Case,4/29/2017 2:16,,The 50-50,1801 R St (SIDEWALK),$0.00,$0.00,An intoxicated non-affiliate was transported to a local hospital by LFR with non-life threatening injuries sustained after falling down.
17001708,LARCENY - STOLEN BIKE,4/29/2017 9:58,Closed - Inactive,4/27/2017 8:30,4/29/2017 0:00,17th & R Parking Garage,300 N 17th St (GOV'T PARKING GARAGE (UNL)),$110.00,$0.00,University students Next Pro mountain bicycle was stolen. Case is ongoing.
17001709,LOST OR STOLEN ITEM,4/29/2017 12:33,Closed - Inactive,4/28/2017 12:00,4/28/2017 13:30,Sapp Recreation Facility,"841 N 14th St (UNL SUPPORT FACILITY (office, service))",$123.00,$0.00,University student reported their wallet missing from the Campus Recreation Center. No suspects at this time.
17001715,LARCENY - STOLEN BIKE,4/29/2017 18:23,Closed - Inactive,3/20/2017 19:00,4/29/2017 19:00,The Robert E. Knoll Residential Center,440 N 17th St (UNL APARTMENT),$820.00,$0.00,University student reported their bike stolen from the racks on the north side of the Robert E. Knolls Residential Center. No suspects at this time.
17001717,NARCOTICS - POSSESSION,4/29/2017 22:24,Closed - Cleared by Arrest-Adult,4/29/2017 22:24,,Schramm Hall,1130 N 14th St (UNL RESIDENCE HALL),$0.00,$0.00,"A report of narcotics in a university dorm (Schramm Hall). A Nebraska student was cited/released for Possession of Marijuana < 1oz, and Possession of Drug Paraphernalia."
17001718,SS - CHECK WELFARE OF PERSON,4/30/2017 2:23,Closed - Non-Criminal Case,4/30/2017 1:11,,Pound Hall,513 N 17th St (UNL RESIDENCE HALL),$0.00,$0.00,A report of a possible suicidal party at Pound Hall. Officers contacted a Nebraska student in order to check their welfare. The student was found not to be a danger to themselves or others at this time.
17001719,ALCOHOL - DWI,4/30/2017 2:25,Closed - Cleared by Arrest-Adult,4/30/2017 2:25,,N/A,N 17TH ST & P ST (STREET),$0.00,$0.00,"A Vehicle was stopped for a traffic violation. The driver, a non-University affiliate was cited/released to The Bridge for DUI and No Headlights After Dark."
17001728,NARCOTICS - POSSESSION,5/1/2017 0:46,Closed - Cleared by Arrest-Adult,5/1/2017 0:11,,The Courtyards,733 N 17th St (UNL RESIDENCE HALL),$0.00,$0.00,"A report of narcotic activity at The Courtyards. A U. of Nebraska student was cited/released for Possession of Marijuana < 1 oz, and Possession of Drug Paraphernalia."
17001730,ASSAULT - NON DOMESTIC,5/1/2017 10:07,Closed - Cleared by Arrest-Adult,5/1/2017 9:33,5/1/2017 9:55,N/A,R ST & N 12TH ST (STREET),$0.00,$400.00,A student was cited/released for 3rd Degree Assault and another was cited/released for Vandalism after an altercation between them.
17001734,LARCENY - SHOPLIFTING,5/1/2017 14:34,Closed - Cleared by Arrest-Adult,5/1/2017 13:56,5/1/2017 14:30,Nebraska Union,"1400 R St (UNL SUPPORT FACILITY (office, service))",$272.00,$0.00,Unknown person took items from the Nebraska Bookstore.
17001737,DISTURBANCE - DOMESTIC,5/1/2017 18:05,Closed - Inactive,5/1/2017 18:00,5/1/2017 18:05,Smith Hall,1120 N 14th St (GOV'T PARKING LOT (UNL)),$0.00,$0.00,Disturbance between student and non affiliate.
17001745,BURGLARY,5/2/2017 7:22,Closed - Inactive,3/28/2017 7:00,4/1/2017 7:30,Veterinary Diagnostic Center,"1900 N 42nd St (UNL SUPPORT FACILITY (office, service))","$1,020.00",$0.00,Belated report of light fixtures stolen from a construction site.
17001750,LARCENY - STOLEN BIKE,5/2/2017 16:51,Closed - Cleared by Arrest-Adult,5/2/2017 16:51,,Theodore Jorgensen Hall,855 N 16th St (SIDEWALK),$0.00,$0.00,Non affiliate cited for Theft by Unlawful Taking <$500.
17001755,NARCOTICS - POSSESSION,5/2/2017 19:41,Closed - Cleared by Arrest-Adult,5/2/2017 19:41,,N/A,N ANTELOPE VALLEY PKWY & MILITARY RD (STREET),$0.00,$0.00,"Vehicle stopped and driver found to be suspended and had a warrant. Passenger found to be in possession of Marijuana. Driver cited for DUS and lodged on warrant, passenger cited for Possession of Marijuana <1oz and Possession of Durg Paraphernalia."
17001761,ALCOHOL - DRUNK,5/2/2017 22:26,Closed - Non-Criminal Case,5/2/2017 22:26,,N/A,N 26TH ST & W ST (SIDEWALK),$0.00,$0.00,Officer contacted a intoxicated male near 26th St. and W St. The male was placed into civil protective custody and transported to The Bridge for further care.
17001766,TRESPASSING,5/3/2017 6:05,Closed - Cleared by Arrest-Adult,5/3/2017 6:05,,Nebraska Union,"1400 R St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,"A non-University affiliate, who was previously banned from University property, was contacted sleeping on a University owned bench on campus. The individual was cited and released for trespassing."
17001770,NARCOTICS - POSSESSION,5/3/2017 13:08,Closed - Inactive,5/3/2017 13:08,,College of Dentistry,4000 East Campus Loop S (SIDEWALK),$0.00,$0.00,Found purse had marijuana grinder in it.
17001787,MEDICAL EMERGENCY,5/5/2017 0:42,Closed - Non-Criminal Case,5/5/2017 0:42,,Phi Delta Theta,1545 R St (OFF CAMPUS/GREEK HOUSING),$0.00,$0.00,A University student suffered a medical emergency after falling over a railing on a flight of stairs and landing on ground below. The injuries do not appear to be life threatening.
17001788,ALCOHOL - DRUNK,5/5/2017 1:28,Closed - Non-Criminal Case,5/5/2017 1:28,,N/A,240 N 17th Street (GAS/SERVICE STATION),$0.00,$0.00,University student contacted for intoxication and taken to The Bridge. (.283 BAC)
17001792,ACCIDENTS - P.D. H&R NOT REPORTABLE,5/5/2017 9:07,Closed - Inactive,5/4/2017 9:00,5/5/2017 8:00,Andersen Hall,200 Centennial Mall N (GOV'T PARKING LOT (UNL)),$0.00,$900.00,University staff reported a hit and run accident.
17001795,MEDICAL EMERGENCY,5/5/2017 11:27,Closed - Non-Criminal Case,5/5/2017 11:22,,Memorial Stadium,"1100 T St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,LFR and UPD responded to a medical emergency where an infant fell from a stroller.
17001803,FIRE (WORKING) - ALARM,5/5/2017 20:20,Closed - Inactive,5/5/2017 20:20,,The 50-50,1801 R St (MULTI-DWELLING (7 + UNITS) off campus),$0.00,$0.00,Trash in a dumpster below a trash chute caught fire. No damage to building or dumpster.
17001805,MEDICAL EMERGENCY,5/6/2017 4:58,Closed - Non-Criminal Case,5/6/2017 4:58,,Schramm Hall,1130 N 14th St (SINGLE FAMILY – off campus),$0.00,$0.00,A student was transported to a hospital by LFR after experiencing non-life threatening bleeding.
17001831,OUTSIDE - O.P.S. OTHER,5/8/2017 15:00,Closed - Inactive,4/29/2017 17:00,,N/A,333 S. 13th Street (HOTEL/MOTEL),$0.00,$0.00,Report of a student being disruptive during a student conference.
17001835,ALCOHOL - MINOR IN POSSESSION,5/9/2017 4:12,Closed - Cleared by Arrest-Adult,5/9/2017 4:12,,N/A,U ST & N 16TH ST (SIDEWALK),$0.00,$0.00,A report of several individuals sitting on the roof of Neihardt Hall. Officers went to that location and ultimately contacted the parties involved. Two U. of Nebraska students were cited/released for MIP and also received UNL Trespass Policy Letters. Two other students received Trespass Policy Letters.
17001838,MISC - OTHER,5/9/2017 10:10,Closed - Non-Criminal Case,,,Plant Sciences Hall,1875 N 38th St (UNL ACADEMIC BUILDING),$0.00,$0.00,"An unknown person reported concerns about a University Staff member. After speaking with the staff member, no concerns were found."
17001844,FRAUD - CREDIT CARDS/ATM/BANK CARD,5/9/2017 13:54,Closed - Inactive,4/13/2017 22:30,,N/A,(INTERNET/CYBERSPACE),$0.00,$0.00,Two new suspects found in the case.
17001840,DISTURBANCE - OTHER,5/9/2017 16:14,Closed - Inactive,,,Hamilton Hall,"639 N 12th St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Staff member reported damage to computers.
17001841,LARCENY - STOLEN BIKE,5/9/2017 17:58,Closed - Inactive,5/6/2017 10:00,5/9/2017 17:00,Devaney Sports Center,1600 Court St (SIDEWALK),$0.00,$10.00,Student reported the theft of their bike.
17001849,ACCIDENTS - P.D. NOT REPORTABLE,5/10/2017 15:01,Closed - Cleared by Arrest-Adult,5/10/2017 14:55,,N/A,745 N. 14th Street (STREET),$0.00,"$5,200.00","Student arrested for Careless Driving, Unsafe Backing Driving on Sidewalk and no Operators License"
17001853,VANDALISM - BY GRAFFITI,5/11/2017 11:15,Closed - Inactive,,,Burnett Hall,1220 T St (SIDEWALK),$0.00,$25.00,University staff reported a belated vandalism which consisted of writing in marker on a sculpture.
17001861,NARCOTICS - POSSESSION,5/12/2017 14:18,Closed - Cleared by Arrest-Adult,5/12/2017 14:18,,N/A,S ST & N ANTELOPE VALLEY PKWY (STREET),$0.00,$0.00,Vehicle stopped and marijuana was found in the vehicle. Driver and passenger cited for Possession of Marijuana< 1 oz and Possession of Drug Paraphernalia.
17001863,TRAFFIC - SUSPENDED DRIVER,5/12/2017 15:27,Closed - Cleared by Arrest-Adult,5/12/2017 15:27,,N/A,N 17TH ST & N ANTELOPE VALLEY PKWY (STREET),$0.00,$0.00,"Vehicle stopped and driver found to be suspended. Driver cited for Drive on Suspended License, Improper registration and four counts of No Seat Belt on Minor Child 6+ Years."
17001868,NARCOTICS - POSSESSION,5/13/2017 1:00,Closed - Cleared by Arrest-Adult,5/13/2017 1:00,,N/A,N 10TH ST & CHARLESTON ST (STREET),$0.00,$0.00,Non-affiliate cited/released for speeding and possession of marijuana less than an ounce.
17001870,TRAFFIC - SUSPENDED DRIVER,5/13/2017 11:11,Closed - Cleared by Arrest-Adult,5/13/2017 11:11,,N/A,N ANTELOPE VALLEY PKWY & N 17TH ST (STREET),$0.00,$0.00,Driver (Non-University of Nebraska affiliate) was stopped in a vehicle for failing to signal their turn. This driver was found to have a revoked license and subsequently cited/released for Driving Under Revocation and Failing to Signal Turn.
17001872,TRAFFIC - SUSPENDED DRIVER,5/13/2017 17:15,Closed - Cleared by Arrest-Adult,5/13/2017 17:15,,N/A,N 16TH ST & VINE ST (STREET),$0.00,$0.00,Driver (Non-University of Nebraska affiliate) was contacted on a traffic stop for an improper turn. The driver was found to have a revoked driver's license and subsequently cited for Driving Under Revocation and Improper Turn.
17001873,ALCOHOL - DRUNK,5/13/2017 19:01,Closed - Non-Criminal Case,5/13/2017 19:01,,N/A,N 27TH ST & CLEVELAND AVE (STREET),$0.00,$0.00,Non affiliate taken to The Bridge with a BAC of .315
17001874,TRESPASSING,5/13/2017 22:15,Closed - Non-Criminal Case,5/13/2017 22:15,,N/A,932 North 22nd Street (GOV'T PARKING LOT (UNL)),$0.00,$0.00,Two non affiliates given trespass policy letters.
17001876,TRAFFIC - SUSPENDED DRIVER,5/14/2017 0:01,Closed - Cleared by Arrest-Adult,5/14/2017 0:01,,N/A,N 17TH ST & VINE ST (STREET),$0.00,$0.00,"A vehicle was stopped for a traffic violation, the non-affiliate driver was cited/released for Wrong Way on a One Way and DUS. The owner of the vehicle was cited/released for Expired Registration and No Insurance."
17001877,NARCOTICS - SALE/DELIVER,5/14/2017 0:05,Closed - Cleared by Arrest-Juvenile,5/14/2017 0:05,,N/A,N 17TH ST & Y ST (STREET),$0.00,$0.00,"A vehicle was stopped for a traffic violation in the area of N. 17th St. and Y St. The driver (non-affiliate) was cited/released for Misuse of a Learners Permit and Violating a Stop Sign. A non-affiliate juvenile passenger was referred to the County Attorney for Possession of a Controlled Substance, Possessing Money while Violation of 28-416, Possession of Marijuana > 1 oz, Possession of Drug Paraphernalia and Carrying a Toy Gun or Slingshot in City Limits."
17001886,NARCOTICS - POSSESSION,5/15/2017 0:28,Closed - Cleared by Arrest-Adult,5/14/2017 23:47,,N/A,P ST & CENTENNIAL MALL (STREET),$0.00,$0.00,A vehicle was stop for a traffic violation. A non-affiliate was ultimately cited/released for Possession of Marijuana < 1oz and Possession of Drug Paraphernalia.
17001888,VANDALISM - OTHER,5/15/2017 9:27,Closed - Inactive,5/12/2017 17:00,5/15/2017 9:27,Vine Street Rec Fields,700 N 17th St (GOV'T LOT/FIELD (UNL)),$0.00,$100.00,Electrical boxes near the soccer fields were damaged.
17001900,VANDALISM - OTHER,5/15/2017 12:00,Closed - Cleared by Arrest-Adult,5/15/2017 7:48,,Hamilton Hall,639 N 12th St (UNL ACADEMIC BUILDING),$0.00,$400.00,UPD received the report of a belated vandalism; investigation ongoing.
17001901,ACCIDENTS - P.D. NOT REPORTABLE,5/16/2017 10:30,Closed - Non-Criminal Case,5/15/2017 9:21,,14th & Avery Parking Garage,1111 N 14th St (GOV'T PARKING GARAGE (UNL)),$0.00,"$5,000.00",One vehicle accident in the garage.
17001910,ROBBERY,5/16/2017 22:37,Closed - Cleared by Arrest-Adult,5/16/2017 22:32,,Nebraska Union,1400 R St (SIDEWALK),$0.00,$0.00,A report of an attempted robbery on the west side of the City Union. The victim reported 3 males attempted to rob him at gunpoint and then fled southbound after the failed attempt. One suspect was later located and placed into custody. Investigation is ongoing.
17001919,VANDALISM - BY GRAFFITI,5/17/2017 14:32,Closed - Inactive,,,Westbrook Music Building,1104 R St (UNL ACADEMIC BUILDING),$0.00,$0.00,Graffiti written on bathroom wall.
17001922,LARCENY - STOLEN BIKE,5/17/2017 17:01,Closed - Inactive,5/16/2017 8:00,5/17/2017 14:00,U Street Apartments,2224 U St (UNL APARTMENT),$160.00,$0.00,Staff member report two bikes stolen.
17001925,ALCOHOL - DRUNK,5/18/2017 2:19,Closed - Non-Criminal Case,5/18/2017 2:19,,Abel Hall,880 N 17th St (SIDEWALK),$0.00,$0.00,A male was contacted after attempting to enter Abel Hall. He was found to be intoxicated (.257 BAC) and was placed into Civil Protective Custody and transported to the Bridge.
17001928,CHILD ABUSE/NEG - PHYSICAL ABUSE,5/18/2017 14:54,Closed - Inactive,5/18/2017 13:58,,College of Dentistry,"4000 East Campus Loop S (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,A non-University affiliate reported she observed concerning bruises on a child. The child and mother were contacted and interviewed. The report was referred to NDHHS. No citations issued.
17001935,MEDICAL EMERGENCY,5/19/2017 0:29,Closed - Non-Criminal Case,5/19/2017 0:29,,Nebraska Hall,900 N 16th St (UNL ACADEMIC BUILDING),$0.00,$0.00,A University staff member suffered a medical emergency and was transported by LFR to the hospital. The staff member is currently in critical condition at this time.
17001936,DISTURBANCE - OTHER,5/19/2017 3:45,Closed - Non-Criminal Case,,,Andersen Hall,200 Centennial Mall N (UNL ACADEMIC BUILDING),$0.00,$0.00,A University faculty member reported receiving several letters of a disturbing nature via campus mail.
17001943,DISTURBANCE - OTHER,5/19/2017 19:01,Closed - Inactive,,,N/A,(INTERNET/CYBERSPACE),$0.00,$0.00,Information was received of a possible disturbance at an unknown location (which continued in emails).
17001945,ALCOHOL - MINOR IN POSSESSION,5/19/2017 22:49,Closed - Cleared by Arrest-Adult,5/19/2017 22:49,,Love Library North & Link,"1300 R St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Student was contacted and cited for MIP (.248 BAC). He was taken to The Bridge.
17001964,LARCENY - STOLEN BIKE,5/22/2017 14:15,Closed - Inactive,5/6/2017 11:30,5/21/2017 16:00,Neihardt Residence Center,540 N 16th St (SIDEWALK),$175.00,$0.00,Student reported their bike stolen.
17001963,LARCENY - STOLEN BIKE,5/22/2017 14:49,Closed - Inactive,5/10/2017 22:00,5/22/2017 12:00,UNL Police,300 N 17th St (SIDEWALK),"$1,000.00",$0.00,Student reported their bike stolen.
17001968,LARCENY - STOLEN BIKE,5/22/2017 15:03,Closed - Inactive,,,Nebraska Hall,"900 N 16th St (UNL SUPPORT FACILITY (office, service))",$220.00,$0.00,Student reported their bike stolen.
17001973,OUTSIDE CRIME - REPORTS OUTSIDE JURISDICTION,5/23/2017 9:12,Closed - Non-Criminal Case,5/5/2017 10:47,,N/A,175 Bloomingdale Road (DEPT/CHAIN STORE),$0.00,$0.00,Report of a credit card fraud (occurring in New York).
17001974,TRAFFIC - SUSPENDED DRIVER,5/23/2017 14:11,Closed - Cleared by Arrest-Adult,5/23/2017 14:11,,N/A,Q ST & N 16TH ST (STREET),$0.00,$0.00,Vehicle stopped and driver found to be suspended. Driver cited for DUS.
17001971,LOST OR STOLEN ITEM,5/23/2017 16:00,Closed - Non-Criminal Case,5/23/2017 16:00,,UNL Police,300 N 17th St (UNKNOWN),$6.00,$0.00,Report of lost keys.
